feature,importance
ab,-0.0739948549824955
ability,0.20698992603178767
able,-0.002518754510292923
academic,1.0277417669721558
accelerators,-0.00677966072096916
access,-0.010266400914983782
accessibility,-0.016927117841231583
accessible,-0.00764884003178698
achieve,0.20698992603178767
acquisition,-0.0048061647451625505
actionable,-0.008454167765498226
active,-0.037051913503732305
actively,-0.13530360492858778
adaptive,-0.00524023265702675
additionally,-0.03354510917112587
adept,0.08958629848571817
administration,-0.003745582696644236
administrator,-0.1429933792447295
adobe,-0.04801158712305256
adopting,-0.0009518534275749757
advanced,-0.0048061647451625505
advancements,-0.035254965614858934
adversarial,-0.022621690281460334
aesthetics,-0.0009385973814844816
agents,-0.015410300318086054
agile,-0.1501028073265867
agilescrum,-0.0919941795820022
ahead,-0.010761554238093878
ai,2.463225231445534
aiml,-0.002208790481026246
aiohttp,-0.008949417636262122
airflow,-0.05872976064796055
akka,-0.003974715376476001
alembic,-0.002831955842569707
alerting,-0.010711969080421966
alerts,-0.003128531439729733
algorithm,1.6783888262185789
algorithms,-0.07371256088971495
allocation,-0.04426359576489653
allowing,-0.002518754510292923
altofortinet,-0.035756776234637654
analysis,-0.20907135047140227
analyst,-0.14232617692681646
analytical,-0.009884741283296129
analytics,-0.08757733234499877
analyzing,-0.033966973623372226
android,-0.13398761101514095
angular,-0.04079338349447019
animation,-0.003774165933637409
animations,-0.00841489051572278
anomaly,-0.02984682310653681
ansible,-0.052969222198683615
apache,-0.008484960946673227
api,-0.07621322119239268
apidriven,-0.004905579665887593
apis,-0.13276905280017395
app,-0.11344107277434776
appealing,-0.011746696758690984
apple,-0.00197056904136024
application,-0.04436792766202955
applications,-0.14030404237655342
applying,-0.0048061647451625505
approach,-0.022757248858941998
approaches,-0.018951792064652802
apps,-0.06264202308036758
architect,-0.10469407219969244
architecting,-0.014136405208875786
architectural,-0.0031733583248506315
architecture,-0.09560380650935436
architectures,-0.06033582419823823
areas,-0.009986825156284535
aria,-0.006270308559234553
arkit,-0.00380162231145014
arm,-0.0023165761435863345
assessment,-0.03899203290707538
assessments,-0.0010994677362433166
assets,-0.0016838970755965216
assurance,-0.01432733036472449
asynchronous,-0.020124215675403952
asyncio,-0.008949417636262122
attending,-0.020302012349102536
attention,-0.005036533344301799
attributes,-0.006270308559234553
audio,-0.00524023265702675
audits,-0.013375502603069056
augmented,-0.008218233561578223
authentication,-0.03924606885078323
authorization,-0.02643842359553803
auto,-0.007041743186491526
automated,-0.051839459166067574
automating,-0.020999427134383568
automation,-0.04563197192127394
autonomous,-0.00677966072096916
autoscaling,-0.003717897592979373
availability,-0.08556981130786401
available,-0.003290870257916688
avfoundation,-0.0026293870405984555
aws,-0.09990939665535838
awsazure,-0.042168078241690214
awsazuregcp,-0.08397804235405706
azure,-0.09419284817347602
babel,-0.0016838970755965216
backbonejs,-0.0027121897291621597
backend,-0.1338086295500626
background,0.03407914037162333
backlog,-0.05403624306815931
backup,-0.05385154785236934
bagging,-0.00475336141840218
balancing,-0.04883862703099055
bangalore,-0.00197056904136024
bash,-0.0017636966198917156
bashpython,-0.06162077294836175
basics,-0.06762601623245523
bayesian,-0.00582056326208604
behavior,-0.0038627573559111396
best,-0.0469139619790921
beta,-0.008218233561578223
bgpospf,-0.03923369850924799
big,-0.009742144800670392
biometric,-0.006347821477950606
blend,-0.003665319238885973
blockchain,-0.0885205565949241
blockchainbased,-0.00197056904136024
blog,-0.003798097009967369
blogging,-0.0019552555607912155
blogs,-0.023710448801142796
bluegreen,-0.003411028666082305
bluetooth,-0.008665453044102867
booking,-0.010368719979661729
boosting,-0.00475336141840218
boot,-0.022074392993891724
boundaries,-0.018397998070567276
bring,-0.0031733583248506315
bringing,0.14664787231158682
browsers,-0.005548630450625842
btech,-0.00197056904136024
budget,-0.002518754510292923
budgeting,-0.033360615858801373
bug,-0.03885389109358347
build,-0.009953267339522667
building,-0.16470450594240318
bundle,-0.0016838970755965216
business,-0.10989546920989424
caching,-0.027088671660779585
calendar,-0.007756338828945466
campaigns,-0.006001995017157599
capabilities,-0.006432526211675317
capable,-0.0064421440818460875
capacity,-0.003411028666082305
cart,-0.004050282731232923
case,-0.024951257612464996
cases,-0.05014981387340514
causal,-0.00582056326208604
cause,-0.00481606571984481
cdk,-0.0018268297789245688
celery,-0.010069725953999447
center,-0.0023165761435863345
certification,-0.0011211680771628576
certifications,-0.006525554112428444
cgpa,-0.00197056904136024
chain,-0.006001995017157599
challenges,-0.011065811746701638
challenging,0.21053153679199488
chat,-0.014866438039518572
chatbots,-0.004111576589532121
checkout,-0.004050282731232923
chef,-0.0052730658922723475
churn,-0.026506763186045574
ci,-0.0018268297789245688
cicd,-0.07124437937338271
cisco,-0.057036473764010165
classification,-0.044275778429613166
clean,-0.002518754510292923
cleaning,-0.01026315428335364
client,-0.04832208171412945
clients,-0.0024441644261961747
clientside,-0.013193426395075295
closely,-0.002518754510292923
cloud,-0.2246679717608846
cloudbased,-0.00475336141840218
cloudformation,-0.009733654520775023
cloudnative,-0.00906553869136079
cloudrelated,-0.0023165761435863345
cloudwatch,-0.005139437911500846
clustering,-0.025949261360412
clusters,-0.003411028666082305
cms,-0.003580729605747978
cnns,-0.00505013989032379
coaching,-0.04982454007219321
code,-0.05055376277010802
codebase,-0.006195395677763939
codepipeline,-0.003411028666082305
coding,-0.0042630812192817205
collaborate,-0.027802773013661852
collaborated,-0.00197056904136024
collaborating,-0.009340069453890872
collaboration,-0.01693377961264825
collaborative,-0.03317355736046241
collection,-0.012080683362225713
communicate,-0.005442210142743075
communicating,-0.0040305732159284634
communication,-0.11199424089252777
communities,-0.05157317683839524
community,-0.00595133904296
companies,-0.005261764214407428
compatibility,-0.010751673993853995
compatible,-0.002518754510292923
competitions,-0.023004254642604846
competitive,-0.032106382458986955
complex,-0.05486856236375305
compliance,-0.05025345877640071
compliant,-0.0012534696447157043
componentbased,-0.007472104269572982
components,-0.02178477562320572
compose,-0.04646240458325284
comprehensive,0.20698992603178767
compute,-0.0035095602025767454
computer,1.295494671819435
computing,-0.03364213525314281
concept,-0.0014264295441332837
conducting,-0.06743609383426875
conferences,-0.04133739147181124
configuration,-0.0018305832749544227
configurations,-0.002296977874473996
configuring,-0.006853300001453266
conflict,-0.03665494810077367
confluence,-0.048510256929003515
connect,-0.003952380373785776
connections,-0.0017636966198917156
connectivity,-0.0009518534275749757
constraintlayout,-0.00524023265702675
consumption,-0.00475336141840218
container,-0.005801292594441236
containerization,-0.020414250932385223
containerized,-0.006185254147872164
containerizing,-0.004245601949631059
containers,-0.007217573813106564
content,-0.03445533922901901
context,-0.002013541175809896
continuous,-0.03530251177252292
continuously,-0.01969484740117016
contracts,-0.04781466597289431
contribute,0.14328483988588434
contributed,-0.13530360492858778
contributing,-0.04172741813504013
control,-0.012026315699233136
controls,-0.007490572385317907
convolutional,-0.018057998932669246
core,-0.05919955504828588
corporate,-0.005036533344301799
cost,-0.056977606019324736
costefficiency,-0.0024441644261961747
costs,-0.012322284674878965
coupled,-0.0031733583248506315
courses,-0.04358385748426744
coursework,-0.00197056904136024
crafting,-0.01737860589879034
crash,-0.0028672164282640905
create,-0.006154137701209707
creating,-0.026906928458777055
creative,-0.02767348948210002
critical,-0.003665319238885973
crm,-0.026067053659215248
crossbrowser,-0.012397684568455886
crossfunctional,-0.014671568369824013
crossplatform,-0.011580249189156669
crossvalidation,-0.0076718721961823244
cryptography,-0.08546469061907722
css,-0.07020185938439902
cssinjs,-0.0023176637358682493
custom,-0.009405481826564432
customer,-0.04281605970759451
cuttingedge,-0.012248064485901777
cybersecurity,-0.08168532730368908
cycles,-0.00284744413257224
dapps,-0.0412683822421841
dashboard,-0.0031744253861775242
dashboards,-0.018608746405207013
data,-0.4155218868555324
database,-0.19452274754209706
databases,-0.027101961049866202
datadriven,-0.02791848853242612
datasets,-0.035751859655849656
debugging,-0.012478907459141833
decentralized,-0.0412683822421841
decision,-0.012376160134674385
decisionmaking,-0.005442210142743075
decisions,-0.011870848101615688
deep,1.1937579632302717
delightful,-0.003798097009967369
deliver,-0.027591462733089142
delivering,0.025535328275463457
delivery,-0.020613543743195246
demand,-0.016883023044226588
demonstrated,0.20698992603178767
demonstrating,-0.00197056904136024
deploy,-0.002201188743960398
deployed,-0.0031733583248506315
deploying,-0.07242656852225907
deployment,-0.06302647225003866
deployments,-0.004299859793461182
derive,-0.011564581742119582
design,-0.25797331212937913
designer,-0.08470154857927854
designers,-0.002518754510292923
designing,-0.07468114643280076
designs,-0.013993768417090862
detailoriented,0.08835019535776475
detection,-0.07166565815534919
develop,-0.028909274967011307
developed,-0.00197056904136024
developer,-0.2676268870538375
developers,-0.009980660667061257
developing,-0.15381925146906728
development,0.7164691743746171
devices,-0.01262452518029754
devops,-0.10326405700023607
diagnosis,-0.005366199095529864
dimensionality,-0.009035834358342505
direct,-0.003952380373785776
directory,-0.037051913503732305
disaster,-0.01937742598325629
disease,-0.00582056326208604
distillation,-0.00475336141840218
distributed,-0.024298857557581738
diverse,-0.012687550665492986
django,-0.07184387951656972
djs,-0.006412524912126494
docker,-0.084793673038875
document,-0.007550337178428179
documentation,-0.11437035824669746
domain,-0.003665319238885973
drive,-0.03979513208828238
drives,-0.00480129004011705
driving,-0.08889470441783955
dynamic,0.06350962262553259
dynamodb,-0.0011211680771628576
eager,0.14664787231158682
ec,-0.013108212434396296
ecommerce,-0.031311456042258164
ecs,-0.005004935034124853
edge,-0.004419809611203705
editing,-0.06106096333932245
editors,-0.0028188709967903593
educational,-0.008205038258227387
effective,-0.0048061647451625505
effectively,-0.006721516963677241
efficiency,-0.09237065071905814
efficient,-0.037105989275202034
efficiently,-0.011180140963914053
eks,-0.003850391738691139
elearning,-0.00442653520286059
elegant,-0.012391331845450198
elk,-0.008548266924108424
email,-0.03059868678676738
emberjs,-0.01029724467299711
emerging,-0.0544065750695156
employee,-0.00197056904136024
employing,-0.00197056904136024
enable,-0.0031733583248506315
enabling,-0.01306521613032479
encryption,-0.011718817739667192
endtoend,-0.016370561291938337
energy,-0.00475336141840218
engage,-0.002518754510292923
engagement,-0.0027273451040386795
engaging,-0.020117830344874906
engine,-0.05219501991938088
engineer,-0.24449872860419058
engineering,-0.05254545494229171
engineers,-0.005587377762319022
engines,-0.012261848995563346
enhance,-0.01527346135848339
enhanced,-0.01743208939466491
ensemble,-0.00475336141840218
ensembling,-0.00505013989032379
ensure,-0.013326200245653702
ensures,-0.0031733583248506315
ensuring,-0.025681297579173278
enthusiastic,-0.004839928837239521
environment,-0.0017636966198917156
environments,-0.042738367746842074
equipment,-0.007951247803223888
error,-0.007873758611618625
espresso,-0.04256965904239176
estimation,-0.00582056326208604
ethereum,-0.041193068155581644
etl,-0.006822841964196065
etlelt,-0.05557054422490823
evaluation,-0.04187752736072207
event,-0.00500758278051945
eventdriven,-0.013185163709826132
evolving,-0.0025780694751978404
exceed,-0.0016838970755965216
excel,-0.003958965280899377
excellence,-0.00197056904136024
excellent,-0.002518754510292923
executive,-0.0040973261571943505
exoplayer,-0.0009518534275749757
expand,-0.011190138356513729
expanding,-0.0025780694751978404
expectations,-0.0016838970755965216
experience,0.2074754672753635
experienced,-0.0825230217578568
experiences,-0.027300744632216076
experimentation,-0.019303237486515322
experimenting,-0.0052296406567185864
experiments,-0.008431033426779167
expertise,-0.015579889733081869
experts,-0.008045040252783436
explainability,-0.008045040252783436
exploratory,-0.018198415468074835
explore,-0.006585202280800911
exploring,-0.055945652616144335
express,-0.0019147123200698442
expressjs,-0.032780757997779075
expressroute,-0.0023165761435863345
extensive,-0.0031733583248506315
extract,-0.011487300507803742
extracting,-0.013150706056856915
extraction,-0.009728420968691955
eye,-0.004411394222198586
fabric,-0.05628613554005601
facilitation,-0.056180836082810354
facing,-0.047798496640391944
factorization,-0.007994978666804676
failover,-0.005218798682324109
fairness,-0.008045040252783436
fast,-0.0031733583248506315
fastapi,-0.014163953751739873
faster,-0.00284744413257224
fastpaced,-0.0031733583248506315
fault,-0.004138344059024744
faulttolerant,-0.002479677069811103
feature,-0.05985486660692855
featurerich,-0.0009385973814844816
features,-0.03402996472622477
federated,-0.018757109504793507
feedback,-0.009099515931855588
fellow,-0.006795049286711297
fetching,-0.00920234646212336
field,-0.014281893860375872
figma,-0.04808834355091158
filtering,-0.019242202813206363
finance,-0.003320365118834792
financial,-0.026071303102858837
findings,-0.013692760865305678
fintech,-0.009034334738489498
firebase,-0.011166393146931334
firewalls,-0.061744969653304185
fitness,-0.009825302993867023
flask,-0.06849361321176627
flasksqlalchemy,-0.002831955842569707
flexbox,-0.00179920952985362
flexible,-0.004050282731232923
flows,-0.006815334101170462
flutter,-0.009791548015051232
focus,-0.06338300450911385
following,-0.0018279465169145155
food,-0.005687289313035493
forecasting,-0.03824652715766464
forecasts,-0.0020493227510373813
forests,-0.007951247803223888
form,-0.007873758611618625
formik,-0.005471859622892595
forums,-0.021741954587563055
foster,-0.012908840409373169
foundation,-0.014660052940144384
framework,-0.01269913952921078
frameworks,-0.10993637098074857
fraud,-0.030806833370885252
frontend,-0.11213706021163859
fully,-0.002013541175809896
functional,-0.002013541175809896
functionalities,-0.010137980794612502
functionality,-0.016715742489886987
functions,-0.0035614668935014374
fundamentals,-0.051157844695417
game,-0.18208054107050237
gameplay,-0.05524527537219897
gateway,-0.0018268297789245688
gateways,-0.018705242485035602
gathering,-0.03630440567874343
gatsbyjs,-0.003580729605747978
gcp,-0.015432559717010061
gdpr,-0.0020211410623308737
generation,-0.01997365031256907
generative,-0.01327765682939914
geofencing,-0.0028672164282640905
geolocation,-0.005765361784737032
gin,-0.006551259174377679
git,-0.1372097644674238
github,-0.009108605597858413
gitlab,-0.006255045196680116
glue,-0.0021262641655443284
goals,0.20698992603178767
google,-0.05432032306196468
gotomarket,-0.03930085047691978
gpus,-0.00677966072096916
gradle,-0.06570466404907858
graduating,-0.00197056904136024
grafana,-0.005625209593612573
graphql,-0.026307016058897497
grid,-0.006325425994021529
grocery,-0.00197056904136024
group,-0.00197056904136024
groups,-0.004157115121898658
growth,-0.008966948967957931
guidance,-0.002892244309398267
guides,-0.08515062512525717
hackathons,-0.032316897664005376
hadoop,-0.050575030557235084
handle,-0.00608742369271955
handling,-0.010585280023108613
handson,-0.0016838970755965216
hardhat,-0.044001229924328415
hardware,-0.00677966072096916
having,-0.0031733583248506315
healthcare,-0.0089748402184199
healthkit,-0.003128531439729733
heroku,-0.0024441644261961747
high,-0.0868029222611009
highly,0.2092483148701511
highperformance,-0.018388258653867715
highquality,0.03454830933948952
hightraffic,-0.006994363560657007
hipaa,-0.0020211410623308737
honing,-0.0036598132294816785
html,-0.057827128317730944
htmlcss,-0.04179271127444211
hub,-0.0040699988554183265
hubspotmarketo,-0.03289491489619126
hybrid,-0.005248881533568195
hyperledger,-0.05628613554005601
hyperparameter,-0.01472603859243362
hyperparameters,-0.008497892855341535
hypothesis,-0.016035008661939073
iac,-0.0051996227517234215
iam,-0.011865955105647127
identity,-0.007366337100461611
idsips,-0.043234915918879215
image,-0.0354315067265173
impact,-0.0058951485085765795
impactful,-0.006347821477950606
implement,-0.003665319238885973
implementations,-0.0018279465169145155
implementing,-0.19161460488226412
improve,-0.015457288142624813
improved,-0.0076231916798968485
improvement,-0.0038627573559111396
improvements,-0.009113332187742303
improving,-0.01571125315052375
inapp,-0.009269199708718322
incident,-0.040740971559773916
includes,-0.08948477285513265
including,-0.15877975516001272
inclusive,-0.0018279465169145155
indexing,-0.009299974134207242
india,-0.00197056904136024
industrial,-0.00638585126954184
industry,-0.0207293773784876
inference,-0.011623106280427207
information,-0.057183319569733805
informative,-0.002111875422934082
informed,-0.003665319238885973
infrastructure,-0.04140257036191132
infrastructureascode,-0.0018268297789245688
infrastructures,-0.003403683294217411
ingestion,-0.005207788407021684
innovation,-0.034289192071738465
innovative,-0.06940950753568524
insights,-0.033408928652258696
instances,-0.009901849775230943
institutions,-0.005706474699948248
integrating,-0.07337206583935103
integration,-0.05342920354324864
integrations,-0.007998025554471891
intelligence,-0.03723551430224078
interaction,-0.04466840308269411
interactions,-0.0035568978516455287
interactive,-0.02585728884429214
interfaces,-0.03629505521954361
intern,-0.00197056904136024
internationalization,-0.005408263578287545
internship,-0.00197056904136024
interpretability,-0.017545682987282367
interpretable,-0.008045040252783436
interpretation,-0.01630090681429303
interra,-0.00197056904136024
intuitive,-0.01879548480217326
involved,-0.00197056904136024
ios,-0.17364528698643952
iot,-0.009979335995796089
iso,-0.04708186595629253
itinerary,-0.003128531439729733
java,-0.08213975460311179
javascript,-0.05922244741522881
jenkins,-0.05373416452221266
jest,-0.00407008439076174
jetpack,-0.04896935175505092
jira,-0.09282766604193216
jiraconfluence,-0.044158465441176326
jmeter,-0.03461236145544139
junior,-0.005587377762319022
juniper,-0.0585030778305584
jwt,-0.014115850812316104
ka,-0.00197056904136024
kafka,-0.006315539613633468
kaggle,-0.00638585126954184
keen,-0.004411394222198586
keras,-0.03538372230918405
kit,-0.00380162231145014
knack,-0.001865289355029334
knowledge,-0.05590506136941838
kotlin,-0.06530937572007733
